,SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
1564,G,P07,S42,147917,0,커버,촉촉,얇게,가볍게,글로우,5.04,4.92,4.2,2.98,2.59
1565,G,P07,S42,147917,1,얇고 촉촉하게 발려서 기초를 바르는 듯한 겨울에 쓰기 정말 좋은쿠션이예요,하지만 다른 쿠션에 비해 베이스 과정에서 시간을 좀 잡아먹기에 느긋이 덜고 뚜들기고 덜고 뚜들기고 하다보면 이럴거면 내가 쿠션을 왜쓰나 싶은 생각이 들기도쿨럭그래서 얼굴톤 그렇게 많이 하얗지 않고 얼굴에 커버할 것도 많지 않은 분들에게만 추천한다는 뜻,볼에 빨간 여드름 자국 있는데 그게 좀 비치는 정도 내가 썼던 다른 쿠션들이랑 비교하면 커버력이 조금 떨어지는 편색상도 다른 쿠션에 비해 좀 어두움 21호 페어 쓰는데 화사해지기는커녕 탁해지는 느낌몇일 쓰다 보니 노하우가 생겼는데 얘는 커버력이 떨어지는 대신 레이어링이 잘 됨 원하는 커버가 될 때까지 계속계속 덜어서 뚜들겨야 하는 수고로움만 참으면 광택도는 깨끗한 피부를 표현할 수는 있음,투명 광채 생기있어 보임 이거 바르고 피부 참 깨끗하다는 말 넘모 많이 들음ㅋ나는 내 쌩얼을 아니까 전후 차이를 분명히 느끼는데 남들은 아무것도 안발랐는데 원래 피부 좋은줄 앎ㅋㅋ커버력이 약한 대신 맑게 발려서 평소보다 밝은 색상으로 사도 자연스러움스킨케어 한듯이 가볍고 촉촉해서 오랜시간 피부가 편안하고 요철 트러블 유발 없었음마스크 묻어남도 적은 편무너짐은 그냥 날아간다고 보면 됨 드럽게 무너지지 않고 그냥 없어져서 수정화장하기 좋음케이스가 슬림해서 휴대성 좋음꾸안꾸족에게 왕추천리필이 없다는게 유일한 단점미샤 보고 계시나요,바를때 살짝 쿨링감이 있고 피부결을 예쁘게 표현해주어서 색상만 맞으면 여름 쿠션으로 사용하기 좋을듯 한데 색상이 너무 아쉽네요,,,,,
1566,G,P07,S42,117246,0,커버,얇게,모공,좋아,예쁘게,5.82,4.48,3.51,3.47,2.56
1567,G,P07,S42,117246,1,처음에 발랐을 때 사알짝 재 피부톤에 밝은가 싶다가도 시간이 지나면 제 피부톤에 맞게 잘 밀착 되어있습니다가성비  공구하시는 인플루언서 분들이 많아서 좋은 가격에 많이 쟁여놨습니다,건성분들은 스킨케어 더 탄탄히 하시면 잘 쓰실 수 있어요지속력  원래같았으면 정말 지속력 짱짱하고 무너져도 정말 이쁘게 무너져서 수정화장 필요없는 아이인데 코로나가 오면서 마스크에 정말 너무 잘 묻더라고요ㅠㅠ 그게 좀 아쉽네요컬러  21호 쓰는 중인데요,커버력  얘는 커버가 엄청 잘돼서 코 주변 모공도 정말 잘 가려줘요ㅜㅜ 눈 밑 다크서클도 웬만하면 잘 가려져서 컨실러 없어도 얘로 단독으로 끝내요제형  약간 세미매트 타입이라 저같은 지성 타입에게 제격이에요,색은 일단 내기준 너무 만족 여행갈때 급하게 사봤는데 너무 신기하게 바르면 커버가 싹 됨 진짜 간편하게 커버잘되는 쿠션팩트 약간의 단점은 생각보다 엄청나게 빠르게 씀 그리고 난 사용하자마자 자석 여닫는 부분 망가짐ㅠㅠ,수정이거 트러블 왜케 많이 나는겁니까팩트쓰고 이렇게 트러블 많이 나는거 처음이에요,,,,,
1568,G,P07,S42,140679,0,커버,세미,색상,얇게,좋았어요,5.85,4.11,3.64,3.58,2.81
1569,G,P07,S42,140679,1,또 픽싱되기 전에 바로 마스크 쓰면 다 묻어요수정화장할 때 큰 모공들은 살짝 부각 되는 것도 같지만꾹꾹 눌러 바르면 모공표현력 예쁘더라구요같이 받은 퍼프 중에 굉장히 작은 퍼프도 있었는데코 옆 세심하게 표현하기 너무 좋은 것 같아요ㅠㅠ각질부각도 없고 퍼프와 궁합이 좋아서인지 밀착력도 너무 좋고 은은한 광이 비쳐서 마스크 안 쓰고 다니는 날이 오면 주구장창 이것만 바를 것 같아요ㅠㅠ 요즘같이 건조한 날 바르기 너무 좋은 세미글로우 제형 최고,세미글로우타입인데도 픽싱되면 묻어남이 적고 대신 지성피부들은 유분이 나오기 때문에 파우더랑 같이 사용하셔야해요,저는 수부지 19호 트러블성 피부인데 21호 사용했는데 정말 자연스럽고 좋았어요커버력 좋고 정말 얇게 발리는 쿠션이에요,윤기 안돌고 매트해요케이스는 이쁩니다,무엇보다 깔끔한 마무리에 안건조하다는 게 가장 맘에 들었어요?,,,,,
1570,G,P07,S42,147922,0,촉촉한,글로우,얇게,자연스러운,예쁘게,3.9,3.36,3.33,2.7,2.45
1571,G,P07,S42,147922,1,스테이글로우쿠션은 자연을 위한 제품으로 유해한 화학성분 사용을 배제하고 꽃 추출물 식물성 콜라겐처럼 보다 건강한 성분으로 가득하다식물유래성분으로 피부에 차분한 수분감을 전달해주고 오랫동안 자연스러운 윤광을 표현할 수 있도록 도와준다퍼프까지 부드러운 텍스쳐로 붉은기를 가리는데 자극을 주지 않아 민감성 피부로 매번 고민인 내게 잘 맞은 제품이다,이름값해요스테이가 너무 오래가서 넘넘 조아요진짜 짱이네요,누런 내 피부를 자연스럽게 톤업해주었고촉촉해서 속건조함을 느낄수가없었다,당김이없으니 사용감이좋았던거겠지무너질때도 지저분하게 끼이거나 뭉치는 곳없이 자연스러웠고 덧발랐을때도 떡지는 것 없어서 너무 마음에들었다퍼프도 쫀독하고 보드라웠고 예쁜 손잡이고무 도 완전 맘에듬다른후기들보다 특히 화장품에 관련된 후기는 작성을 거의안하는편인데 이 제품은 꼭 고민하는분이있다면 리필이라도 하나 구매해서 먼저 사용해보기를 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,촉촉하고 자연스러운 피부 표현이 가능한 제품여러 쿠션 중 가을 겨울 가장 손이 갑니다바쁜 아침 대충 발라도 피부 표현이 잘되서수정없이도 오래가는게 장점물광보다는 뭔가 피부 안쪽에서 광나는 느낌이라고급스러워 보인달까촉촉하지만 생각보다 많이 묻어나지 않아서 더 좋아요,,,,,
1572,G,P07,S42,119171,0,얇게,파데,커버,밀착,색상,6.86,6.04,5.75,3.54,3.21
1573,G,P07,S42,119171,1,누가 색상쓰는데 컬러도 화사하고 누렇지않아요발림성좋고 매트하게 마무리되는데 뜨지않아서 만족합니다마스크 묻음도 적고 유지력도 괜찮네요무엇보다 무너짐이 거의없고 다크닝도 없어서 정착템으로 이용중이예요,진짜 사세요21호 누가 샀는데 살짝 밝은 21호 느낌으로 다크닝 생기면 완전 일반 피부처럼 좋고 좋은 파데 브러쉬로 바르면 그냥 막 비벼도 도자기 피부 완성 양조절만 잘하면 정말 어마어마한 피부 표현 가능할 듯,코 옆 들뜸없고 스킨케어만 잘 해주면 가격대비 큰 효과 거둬가는 제품밀착력은 더블웨어보단 살짝 떨어지는 정도 빼곤 완벽함마스크 묻어남은 심하진 않아요ㅎㅎ,17호 정도 되는데 홍조 커버를 위해서 21N누가 구매했습니다색상은 노란색과 분홍색이 과하지 않으면서 아이보리 느낌이 나서 밝은 피부에 올려도 어두워 보이지 않고 잘 맞더라구요하지만 겨울에 바람 쌩쌩 불 때 기초를 비교적 많이 탄탄하게 하지 않은 상태로 파데를 얇게  마스크 쓰고 돌아다니면 볼이 다 뜨길래 촉촉하고 커버력 좋은 편인 비비크림과 섞어 발라봤더니 마스크에 찍히는 것을 제외하고는 잘 버티는 듯 했습니다제형은 시간이 지나면서 매트해지기 때문에 여름에는 파운데이션만 발라도 괜찮을 것 같고 커버력의 경우 어느 정도는 되지만 점이나 흉터 등은 컨실러로 따로 가려 주어야 해요무너짐도 얼굴에서 나오는 유분이랑 잘 섞여 나쁘지 않게 표현되고 얇게 잘 바른다면 주름 끼임도 심하지 않았습니다민감성 피부인데 트러블도 올라오지 않았고 엄청 많은 수의 파데를 사용해보지는 않았지만 써본 파데중에서는 가장 색상이 잘 맞으면서 크게 단점이 느껴지지 않고 있기 때문에 꾸준히 사용할 듯 합니다,지속력도 커버력도 나쁘지 않아요,,,,,
1574,G,P07,S42,105393,0,비비,커버,섞어,지속력,잿빛이,4.91,4.01,3.29,2.26,2.26
1575,G,P07,S42,105393,1,인생술집보고 구매했던 비비크림이었는데 계속 쓰고있어요단독사용은 하지않고 매트한 파운데이션 바를때 섞어쓰는용으로 사용중입니다,그리고 세미매트한 마무리감이라 지속력은 좋았는데 겨울철에 사용했을 땐 건조한 느낌이 약간 있더라구요비비크림이라 회색 빛이 느껴지고 점점 핑크기가 올라와서 아쉬웠지만 피부표현은 매끄럽게 되는 것 같았어요,쫀쫀한 제형이라 퍼프로 대충 두드려도 잘 발려서 바르기 편했어요,그리고 마스크 착용으로 인해 정확히 판단하기는 어렵지만 메이크업 후 45시간 정도는 무너짐 없이 괜찮았어요,생각보다 좋아요수분 부족 지성인데 볼은 극건성인 사람인데겨울에 얘 사용하면 파우더 안 써도 될 정도였지만 엄청 땡긴다는 느낌은 없었어여전 여드름 자국이 별로 없어서 얼마나 가려지는지는 중요하지 않았는데 상당히 좋습니다ㅎㅎ 피부 좋아보여요,,,,,
1576,G,P07,S42,27555,0,비비,커버력,성분이,트러블,21호,3.9,3.34,2.98,2.77,2.68
1577,G,P07,S42,27555,1,파데프리메이크업 하고 싶을때 이거 하나 바르면 커버력도 어느정도 있고 얇게 발리고 밀착력까지 좋아서 매일 손이 가는 제품,색깔도 너무 어둡거나 하얗거나 이런것도 아니고 생각보다 자연스러움단점한때 천연이면 다 좋겠지 하는 마음에 모든걸 성분좋은걸로 바꾸려고 했었음그러나 메이크업과 관련된건 성분 좋은것만 쓰는건 안되겠음 ㅠㅠ,물론 민감한 분들은 그런게 중요하겠지만 아닌 분들은 메이크업 제품은 굳이 천연 말고 성분이 좀 안좋더라도 다른 브랜드들꺼 쓰시길아무래도 나쁜 성분이 적다보니 지속력이라든지 커버력이라든지 이런 것도 많이 한계가 있고 다크닝도 굉장히 심한 편이었음천연화장품은 색조에선 한계가 많을 수밖에 없음지성인데 기름지는 것도 심한편,역시 화장품은 진리의 케바케목이 노래서 매번 목까지 비비바르다가 빡쳐서 노란비비를 샀당얼굴이 목과 색이 맞춰졌다근데 그렇다고 막 누렁누렁한게 아니라 아 얘가 웜톤이구나 싶을정도로 노래졌아커버 깨순이인데 진심 완전 진한 두개빼고 다가려짐나머지가 좀 옅은감이 없잖아 있긴 함그리고 손으로 발라도 안뜸바르고 난 뒤에는 적당히 광이 돔그런데 톤과 커버력 들뜸은 사람마다 다다르니 그냥 이 비비가 나랑 맞는것일듯원래 더 촉촉하다는 bf크림 살까 했는데 그거 샀으면 누렁이에 기름 좔좔이었을듯,특징2 에코비비 특유의 누렁이 색상작년 8월에 처음 에코비비를 어떠한 베이스없이 단독으로 발랐을때는 얼굴피부가 좀 탄 상태여서 그런지 누렁누렁하다는 느낌이 전혀 없고 오히려 내 피부색과 어우러지면서 시간이 지날수록 유분이 살짝 올라와 건강한 윤기가 돌고 피부가 좋아보였음tool 리얼테크닉스 파운데이션 브러쉬 그리고 옐로우베이스 특성상 얼굴의 붉은기를 잘 잡아줌그런데 초겨울이 되면서 얼굴이 점점 하얘지니까 누렁누렁한 기운이 스물스물 올라옴  얼굴외곽쪽은 자연스러운데 볼과 광대쪽같이 튀어나온부분은 너무 노란기운이 많아서 누래보이고 칙칙해보임 ㅠㅠ그래서 겨울부터는 기초탄탄히 해주고 오일로 마무리한다음 시드물 무기자차썬블록블랙을 챱챱 두드리며 발라주고 에코비비를 바름 그렇게 하면 뽀얘지면서 에코비비 특유의 누렁누렁함이 다는 아니지만 어느정도 잡아짐  무기자차 특유의 허연색감 때문에 커버력도 올라가고 지속력도 좋아짐 특징3 엄청 촉촉한 비비는 아님건성기준둘다 유분이 많지않아서 겨울에는 기초를 꼭 탄탄히 해주지 않으면 건성인 나는 얼굴이 미친듯이 땡기거나 화장이 뜨고 각질 두드러졌음오일필수 무기자차랑 에코비비 양조절 실패하면 어떤날은 허옇고 어떤날은 누래서 색맞추는게 귀찮아져서 다른 순한비비 구매함지금은 얼굴 중앙쪽에는 좀 더 촉촉하고 화사한 비비를 바르고 얼굴 외곽쪽에만 에코비비를 발라줌 피부만 하얗고 목은 누런 웜톤인데 이걸 얼굴 외곽에 바르면 목과 얼굴톤이 자연스럽게 맞춰져서 메이크업의 완성도를 높일 수 있음원래 에코비비가 다른 일반비비보다 커버력이 뛰어난 편이 아니라서 브러쉬로 바르면 커버력이 많이 없고 대신 자연스러운 광이 돌음 웨지퍼프로 바르면 커버력이 조금은 업되니까 웨지퍼프로 바르는걸 추천결론 민감성 트러블 피부에 추천 피부 노랗고 붉은끼도 있는분들 추천 건성보다는 지성추천마무리로 파우더 쓸어주세요,,,,,
1578,G,P07,S42,146743,0,피부톤,,,,,0.96,,,,
1579,G,P07,S42,146743,1,요새 화장을 안하다보니 가끔씩 할 일 생기면 파데 얹으면 너무 답답하더라고요 이건 완전 쌩얼까진 아니어도 투명한 피부톤으로 칙칙함을 잡아주는 정도라 좋네요,핑크빛이 어느정도 화사하게 해주기도 하고요 너무 촉촉하지도 너무 매트하지도 않아서 좋아요,손으로 슥슥 발라도 잘 발려요,음 엉크르드뽀 자체가 밝고 커버력이 좋아서 그런지 이 베이스를 발랐다고해서 피부톤이 밝아지거나 그런건 못느꼈어요,자연스러움 톤업효과지속력 생각보다 좋음,,,,,
1580,G,P07,S45,109356,0,광이,골드,자연스럽게,은은한,좋아,4.39,3.66,2.68,2.48,2.21
1581,G,P07,S45,109356,1,평면적인 얼굴이 콤플레스라 화장시 하이라이터가 필수인 내게 너무나도 잘 맞는 제품임입자가 너무 고와서 가루날림도 거의 제로에 가까움피부에 도포하면 은은하게 빛나는 미세 펄감으로 피부 결이 매끈해 보이고 입체 글로우 피부로 만들어줌,예뻐요많이 바르기보다는 살짝씩만 얹어주면 이쁘게 광나요 ㅎㅎ,프리즘 효과 기대하고 쌋는데 별로예요,손으로 톡톡 펴 발라도 될 정도로 펄이 미세해요,글로우픽에서 리뷰가 좋아서 쿠팡에서 01 골드 쉬어 샀습니다리뷰대로 엄청 자연스럽게 강조가 되어 좋았고 마스크 쓸 때 광대 쪽에 파우더 브러쉬로 바르니 마스크에 파운데이션이 묻어나지도 않고 화장도 잘 유지되고 하이라이터 효과까지 있어서 좋았습니다애교살에 바르니 자연스럽게 강조되고 잘 어울렸습니다이름대로 약간 골드 빛이고 펄은 엄청 작고 미세합니다,,,,,
1582,G,P07,S45,3112,0,광이,색상,자연스러운,은은하게,소프트앤젠틀,3.52,3.11,2.41,2.23,1.96
1583,G,P07,S45,3112,1,발색 진짜 이쁨 고급스럽게 발색됩니다,색상  단색이 아닌 여러색상이 믹스된 마블 하이라이터 입문자추천 어떤 메이크업이랑도 잘 어울리는 색상 오로라 오팔색 쉬머  반짝이는 소프트 베이지 포인트 주기 좋은 블링블링 색상 쇼골드 골드베이스에 빛을 받으면 핑크빔 일단 너어어무 예쁘고요 ㅠㅠ 브랜드에서 하이라이터 1개만 추천해달라고 하면 꼭 맥 하이라이터 오로라로 추천합니당 자연스러운 하이라이터 하이라이트 입문자라면 맥,지인들 사이에서 파우치 구경하면 무조건 영업 당해가는 제품 중 하나인 맥 하이라이터 장점 입자가 정말 작고 고와서 뭉치지 않고 자연스럽게 발색 영롱한 색감 은은한 컬러에 고운 입자와 부드러운 제형 단점 입자가 곱다보니 가루날림이 있음,건성인 저에게 속광을 선사해 준 건성김미연 모여라다들 은은하게 얼굴에 퍼지는 속광 넘 부러워했자나요근데 요게 속광처럼 보이게끔 해주더라구요은근하게 광채 내뿜으면서 볼록 오목해보이는 효과가 있어서 저는 애교살이랑 이마 광대 턱 자주 터치 해줬습니당자연스럽게 볼록해보이고 은은한 속광처럼 보여서 너무 잘 쓰고 있어요  ㅜㅜ,컬러별로 다양하지만저는 하이라이트로 사용하고 있는데은은한 광이나서 너무 만족해요컬러별로 다양한 느낌이라 좋습니다,,,,,
1584,G,P07,S45,139568,0,광이,은은,듀이문,바르면,있어서,5.6,2.7,2.55,2.27,2.15
1585,G,P07,S45,139568,1,유튜버 추천으로 구매해서 사용했는데자연스러운 광이 뿜뿜 완전 만족해요양도 많고 엄청 오래 쓸거 같아요,발색은 정말 잘되고 광도 이쁜 스팀광이 올라오긴하는데 다른방향으로보면 좀더 어두워보이기도하고 브러쉬로 쓸때마다 가루날림이 많아서 아쉬워요ㅠㅠ 그래도 텁텁해보이지않아서 만족합니다,듀이문 이거 예뻐여 하이라이터가 화려한 편인데 쉬머 섀도우처럼 완전 반짝이는 그런 하이라이터에용 그리고 발색력도 엄청 좋아여 그냥 만져보기만 해도 다름 이거는 그냥 손가락으로 휙 대충 스쳐도 발색 완전 잘돼요 이거 바른 부분에 광이 팍 올라옴 굿 색깔은 근데 좀 어두운거 같네요,골드펄이 좀 두드러지는 샴페인 색깔인데 하이라이터 치고는 조금 누렇고 어두운거 같아여 베이지 색깔도 돌고 그래서 밝은 피부이신 분들은 하이라이터가 하이라이터이지 않을 수도 있음,이 제품도 벨벳광이 돔니다더러 입자가 큰 펄들은  서걱거리면서 발려지는 느낌이 나요,,,,,
1586,G,P07,S45,117446,0,물광,톡톡,바르면,광이,샤넬,3.84,2.96,2.71,2.46,2.26
1587,G,P07,S45,117446,1,지속력이 아무리 좋아도 마스크는 못버티더라구요약간 피부과 다녀온 듯한 광 번쩍번쩍결혼식이나 조명 예쁜 카페에서 사진 찍어보면 확 티나지만 실제로 보면 은은 한 느낌이라 매우 만족합니다,그리고 지속력이 진짜 좋아요,평소 하이라이터는 귀찮아서  너무 인위적이어 보일까봐 잘 쓰지 않는데 이건 은은한 광에 인위적인 느낌도 없어서 잘 사용해요하이라이터를 색조화장 거의 안한 얼굴에 바르면 너무  미대생들 그림그릴때 쓰는 그 석고상 된 느낌이라 잘 안바르는데 이거는 자연스러워요,촉촉하고 좋아요,색상이 많이 자연스러운편입니다,,,,,
1588,G,P07,S45,15279,0,쉐딩,발색이,자연스,있어서,색상,6.21,2.72,2.64,2.45,2.11
1589,G,P07,S45,15279,1,원래 쉐딩을 사용하지 않았는데 이거 친구가 추천해줘서 사용하기 시작했는데 발리는 것도 잘발리고 좋아요,회색기 도는 쉐딩컬러도 출시 해주시면 더욱 좋을거 같아요,국민템 답게 무난무난하니 좋아요발색력도 좋고 3가지 컬러가 들어있어 상황에 맞게 사용해주기 딱인 제품인거 같아요다만 붉은기 도는 제품 싫어하시는 분들은 별로 안 좋아하실거 같아요,20살일때부터 쓰고 지금까지 갈아타지 않았어요가격대비 매우 좋기 때문이죵항상 할인중이기도 하고 쉐딩브러쉬랑 같이 세트로 자주 팔아서 가성비가 좋아요쿠팡으로 시키면 배송도 총알같이 옵니다발색도 좋고 가루날림도 괜찮아요,계속 정착템이에요굳이 단점이라면 꼭 다써갈때쯤 바닥에 떨어뜨려서 깨먹고 바꾼다는거 ㅋㅋ 그리고 아아아아주 하얀피부분들은 진할 수도 있겠네욤 그렇지만 보통 21호 부터는 전부 무난하게 사용할수 있어요,,,,,
1590,G,P07,S45,127854,0,쉐딩,색상,삐아,쿨톤,발색이,8.25,4.08,3.84,3.43,3.13
1591,G,P07,S45,127854,1,쿨 웜 두가지 버전 다 구매해서 사용하는데지금은 쿨 버전 쉐이딩으로 노즈쉐딩중입니다약간 회브라운이라고 생각하면 되실거같구요동그란팬이라 브러쉬로 크게 굴려서 두가지 색상을섞어주고 브러쉬를 탁 털어서 사용하면 깔끔하고 좋아요,웜쿨 따로 색상이 나와서 좋아요발색은 연하게되서 자연스럽게 컨투어링 되서 좋아요다만 너무 자연스러워서 티가 않나요ㅠㅠ,쿨톤은 무조건 이거 사세요얼굴이 붉어지지도 않고 그렇다고 퀭해지지도 않는정말 자연스럽게 음영을 만들 수 있어요지속력도 좋습니다,쿨톤 쉐딩인 척 하는 밝은 웜톤 쉐딩팬색만 봐도 2호가 잘못 온 줄 알았다고 착각했다는 말이 많을 정도로 꽤 웜한 편이고 실제 얼굴에 올렸을 땐 팬색보다도 더 채도 있게 올라옴?페리페라 헤이즐 그레이나 에스쁘아 라이트 그레이 잘 썼던 사람들은 너무 노랗고 붉다고 느낄 수 있고 미샤 스모크드 헤이즐보다도 한 방울 더 채도 있음하지만 컬러는 피부톤에 따라 워낙 케바케이기 때문에 나에게 안 맞아도 입자 퀄리티 자체가 곱거나 사용감이 좋으면 좋은 쉐딩이라고 생각한다제형은 롬앤 특유의 밀키하고 뿌옇게 올라오는 느낌이고 어두운 컬러보다 밝은 컬러가 더 많은 초승달 비율인 건 매우 맘에 듦?요즘 나오는 쿨톤 쉐딩들이 너무 그레이쉬해서 시멘트턱 되거나 너무 연해서 안 깎인다고 느끼는 사람에게 추천,이 리뷰에는 노즈 쉐딩 한 정도만 보여드릴게요 ㅎㅎㅎ 노즈 쉐딩에는 에뛰드 하우스 브러쉬를 같이 사용해주고 있어용보통은 이 브러쉬가 힘이 많지 않아서 쉐딩 위에 문지르면 가루날림이 많이 부각되는데 롬앤 쉐딩은 이 브러쉬로 아무리 쓸어봐도 가루날림이 거의 안 생기더라구요 ㅋㅋㅋㅋ,,,,,
1592,G,P07,S45,115552,0,색상,쉐딩,발색,섀도우,가루날림이,2.95,1.97,1.72,1.59,1.59
1593,G,P07,S45,115552,1,가루날림이 좀 있지만 그래두 자연스럽게 발색되서 초보분들에게 좋을것같아요,써보는거라 진한거는 너무 바르기 힘들것같아서 제일 연한걸로 샀어요,색깔이 한개만있다보니 턱만할수있지만은?? ?? ?? 만족합니당,옅은 컬러의 턱쉐이딩을 찾다가 써본제품이예요우선 가격이 정말저렴하고 입자가고와요입자가 곱다보니 가루날림이좀있지만 부드럽게 뭉치지않게 발려서 좋더라구요,약간의 가루날림이 있는듯하지만 그래두 가격도 저렴하구 나름 오래 사용 가능해서 좋아요컬러도 3가지나 있구 대신에 약간 붉은끼가 돌아서 그거는 조금 아쉬워용 ??,,,,,
1594,G,P07,S45,78228,0,쉐딩,컬러,발색도,자연스럽게,색깔도,3.54,1.98,1.63,1.54,1.5
1595,G,P07,S45,78228,1,웜톤가루날림도 심하지않고 톤도 잘어우러져서 발려요발림성도 낫밷,가격이 그렇게 비싸지도 않고 쉐딩 할때 처음으로 사용해본건데 생각보다 색깔도 괜찮고 무난해서 계속 쓰고 있는데 친구한테도 추천 해줬는데 쓸만 하다고 했다,진지하게 써야겠음3색 쉐딩을 사려고 알아보던중 소셜에서 저렴하게 구매하고 바로 리뷰들을 찾아봤는데 리뷰들도 매우 좋아서 이거다 싶어서 쿨 결제어두운 부분을 많이 쓰는데 어두운 계열이 많고 붉은기도 없구 쓰기전까지는 매우매우매우 만족했다그러나쓰기 시작한 순간 엄청난 가루날림으로 화장대와 흰색티셔츠가 얼룩지며엄청난 가루 파티를 했고 그래 그것도 다 이해하고 넘어갔는데오후쯤되니 갑자기 쉐딩 바른부분이 간지럽기 시작하더니 턱주위에만 피부 뒤집어졌다미세먼지와 싸워가며 겨우 살살 달래놨던 내 피부는 쉐딩하나 잘못썼다고 사망하고 말았다 가루와의 싸움을 끝내니 간지러움과 여드름의 싸움이 시작되었다화장품은 확실히 케바케구나 뼈저리게 느끼게 해준 제품ㅜㅜㅠㅠㅠ,브로쉬는 따로 구매해야하고 밝은색이 되게 조금 있어서 약간불편해요,소셜에서 7900원주고 샀어요발색잘되고 거울 내장형이라서 편해요,,,,,
1596,G,P08,S13,18721,0,향이,보습,바디,향도,베이비,6.58,5.79,5.52,4.15,3.18
1597,G,P08,S13,18721,1,수분감 가득해서 촉촉하고 부드럽고 좋아요,끈적거리지 않지만 촉촉해서 아주 짱짱입니다향은 일반 바디로션 사면 나는 그런 냄새가 납니다,올리브영에서 할인할 때 구매해봤는데 저는 이것보다 엠디 제품이 더 좋은것 같긴 해요흡수력이나 발림성 모두 무난무난한 제품입니다향이 그렇게 고급지지는 않은 무난한 베이비파우더같은 향이에요,가성비좋고 대용량 바디로션 바디외에 얼굴에도 바르기에순함 약간의 유분감이 느껴지고 흡수가 느린편이에요,겨울같은 찬바람엔 유분기있는 크림을 발라줘야 각질이 덜 일어나더라구요,,,,,
1598,G,P08,S13,49861,0,보습,일리윤,아토,건조,알갱이가,4.89,4.18,3.5,3.45,3.15
1599,G,P08,S13,49861,1,아빠 다리가 건조해서 긁으셔서 피도나고 겨울이라그리고 나이도 잇으셔서 더 건조해셔서 드렸더니 촉촉하다고 좋아하시네여 다리상태도 많이좋아지셧고요아기민감아토피 에 좋은것같아요,진짜 개성없어서 오히려 더 좋은 아이템 향도 없고 적당히 끈끈하고 무난한 보습이 계속 사고 쟁이게하는 일리윤 크림 매력,올리브영 페스타에서 받아왔는데끈적이지도 않고 보습력 좋게 샥 발리고정말 아무 향 없이 무향이라 슥슥 바르기 너무 좋아요향 있는 바디오일이랑 섞어바르기도 좋구요 ㅎㅎ,이거 예전에 정품 무료로 주는 한정쿠폰코드가 유출돼서 서버 폭주할 정도로 주문이 몰렸는데 ㅋㅋㅋ 아모레가 역시 대기업이라 그런지 주문취소 안하고 통크게 샘플 60미리를 공짜로 줌 ㅋㅋ 사실 60미리도 꽤 크다 핸드크림 수준임바이오더마 아토덤보다는 좀 되직한 제형이면서 아주 매끈한 발림성을 자랑함 그 이유는 실리콘류인 디메치콘이 많이 들어있어서임 바이오더마는 미네랄오일이 많이 함유되어있고 보습력이 나쁘지는 않은데 솔직히 진정성분세라마이드이 07퍼센트정도라 재생크림으로 기대하지는 않았으면 함 여름 빼고 무향으로 무난하게 쓰는 크림 정도,피부가 엄정 건조할 때 지인 추천으로 발라줬더니 효과있었어요,,,,,
1600,G,P05,S05,130486,0,컬러,입술,오일,바비브라운,글로스,5.05,4.77,3.16,2.59,2.3
1601,G,P05,S05,130486,1,음 촉촉하긴한데 색은 없고 반짝반짝해요,이건 내사정이고 그냥 촉촉한 립글로스 지속력은 바비브라운 특유의 지속성이 있어서 좋아요예전의 네모나고 쪼그마한 바비 립글로스 엄청 좋아했는데 그거의 70프로 느낌이 있어요,근데 나이들어 얼굴살이 빠지면서 입이 튀어나와서 입이 반짝거리니 더 튀어나와보이네요,Sweet Talk랑 In The Buff 두 가지 구매했어요원래 글로스 별로 안 좋아하는데 얘는 디올보다 덜 끈적이는 거 같아서 구매함발색은 글로스치고 좀 있는데 입술에서 립스틱급으로 쨍한 느낌은 없습니다,다행히 봉은 디올처럼 어이 없을 정도로 크지도 않고 제형도 끈적거리지 않아서 좋음그러나 글로스 덕후가 아닌 저로서는 이 가격 값을 하는지 모르겠음,,,,,
1602,G,P05,S05,60002,0,입술,지속력,발색,바르고,컬러,2.97,2.71,2.22,1.95,1.66
